OrderID,AddressID,CustomerID,EmployeeID,OrderStatusID,OrderDate,RequiredDate,ShipDate
899,59,59,19,2,2020-02-20,2020-03-01,2020-02-20
900,60,60,12,2,2020-09-07,2020-09-15,2020-09-17
901,61,61,2,1,2020-03-22,2020-03-30,2020-03-28
902,62,62,15,1,2020-04-08,2020-04-13,2020-04-12
903,63,63,4,1,2020-09-10,2020-09-19,2020-09-14
904,64,64,17,3,2020-07-06,2020-07-18,2020-07-16
905,65,65,14,2,2020-09-25,2020-10-06,2020-10-02
906,66,66,18,2,2020-05-03,2020-05-14,2020-05-04
907,67,67,6,3,2020-01-31,2020-02-10,2020-02-07
908,68,68,10,3,2020-11-15,2020-11-26,2020-11-21
909,69,69,6,1,2020-06-28,2020-07-09,2020-07-03
910,70,70,18,2,2020-03-21,2020-04-03,2020-03-24
911,71,71,6,3,2020-04-23,2020-05-05,2020-04-23
912,72,72,20,2,2020-04-03,2020-04-13,2020-04-06
913,73,73,7,2,2020-07-09,2020-07-23,2020-07-13
914,74,74,8,1,2020-02-17,2020-02-29,2020-02-24
915,75,75,19,2,2020-04-16,2020-04-26,2020-04-27
916,76,76,10,2,2020-02-14,2020-02-24,2020-02-24
917,77,77,10,2,2020-04-26,2020-05-04,2020-05-02
918,78,78,18,2,2020-05-08,2020-05-20,2020-05-09
919,79,79,20,1,2020-01-20,2020-01-31,2020-01-23
920,80,80,17,2,2020-09-02,2020-09-15,2020-09-07
921,81,81,19,1,2020-06-18,2020-07-02,2020-06-16
922,82,82,8,2,2020-09-18,2020-09-27,2020-09-17
923,83,83,8,1,2020-07-07,2020-07-17,2020-07-09
924,84,84,17,2,2020-05-18,2020-05-26,2020-05-22
925,85,85,19,3,2020-09-25,2020-10-04,2020-09-27
926,86,86,19,2,2020-06-07,2020-06-17,2020-06-10
927,87,87,7,1,2020-09-10,2020-09-20,2020-09-18
928,88,88,13,2,2020-07-08,2020-07-16,2020-07-10
929,89,89,10,3,2020-01-21,2020-01-31,2020-01-31
930,90,90,17,1,2020-05-17,2020-05-28,2020-05-26
931,91,91,13,3,2020-03-22,2020-04-03,2020-03-26
932,92,92,2,1,2020-05-09,2020-05-20,2020-05-09
933,93,93,1,3,2020-05-11,2020-05-22,2020-05-13
934,94,94,10,2,2020-01-02,2020-01-12,2019-12-31
935,95,95,8,1,2020-10-09,2020-10-23,2020-10-14
936,96,96,17,1,2020-02-10,2020-02-19,2020-02-16
937,97,97,5,2,2020-05-11,2020-05-19,2020-05-12
938,98,98,6,2,2020-02-23,2020-03-07,2020-03-04
939,99,99,1,2,2020-06-17,2020-06-28,2020-06-23
940,100,100,18,3,2020-02-12,2020-02-23,2020-02-18
941,101,1,2,1,2020-07-15,2020-07-26,2020-07-15
942,102,2,7,3,2020-10-07,2020-10-17,2020-10-13
943,103,3,11,1,2020-11-14,2020-11-23,2020-11-26
944,104,4,18,3,2020-08-23,2020-08-31,2020-08-25
945,105,5,3,3,2020-09-20,2020-09-29,2020-09-25
946,1,1,6,2,2020-02-18,2020-02-29,2020-03-02
947,2,2,6,2,2020-07-03,2020-07-10,2020-07-14
948,3,3,7,3,2020-08-05,2020-08-16,2020-08-13
949,4,4,12,2,2020-06-09,2020-06-18,2020-06-11
950,5,5,18,3,2020-02-02,2020-02-12,2020-02-04
951,6,6,5,1,2020-01-19,2020-01-27,2020-01-21
952,7,7,2,3,2020-11-17,2020-11-26,2020-11-23
953,8,8,16,2,2020-07-27,2020-08-07,2020-07-30
954,9,9,13,2,2020-05-22,2020-05-31,2020-05-20
955,10,10,6,3,2020-10-04,2020-10-13,2020-10-12
956,11,11,14,3,2020-03-31,2020-04-10,2020-04-06
957,12,12,11,1,2020-10-09,2020-10-19,2020-10-09
958,13,13,17,2,2020-04-17,2020-04-23,2020-04-20
959,14,14,14,2,2020-08-10,2020-08-21,2020-08-18
960,15,15,7,1,2020-01-17,2020-01-28,2020-01-21
961,16,16,3,3,2020-08-13,2020-08-26,2020-08-28
962,17,17,19,2,2020-02-08,2020-02-19,2020-02-17
963,18,18,5,2,2020-06-07,2020-06-20,2020-06-14
964,19,19,16,3,2020-08-16,2020-08-27,2020-08-21
965,20,20,6,3,2020-11-10,2020-11-23,2020-11-11
966,21,21,14,1,2020-11-26,2020-12-04,2020-11-16
967,22,22,15,1,2020-03-14,2020-03-23,2020-03-24
968,23,23,4,2,2020-10-30,2020-11-08,2020-11-01
969,24,24,20,3,2020-03-21,2020-03-31,2020-03-23
970,25,25,20,2,2020-07-17,2020-07-24,2020-07-25
971,26,26,8,1,2020-05-25,2020-06-03,2020-05-25
972,27,27,19,1,2020-03-15,2020-03-23,2020-03-25
973,28,28,4,1,2020-02-02,2020-02-14,2020-02-08
974,29,29,7,3,2020-05-22,2020-05-31,2020-05-26
975,30,30,4,1,2020-10-25,2020-11-06,2020-10-29
976,31,31,7,1,2020-02-05,2020-02-13,2020-02-12
977,32,32,1,1,2020-07-19,2020-07-27,2020-07-23
978,33,33,6,2,2020-05-05,2020-05-18,2020-05-14
979,34,34,18,2,2020-05-23,2020-06-02,2020-05-28
980,35,35,18,1,2020-07-25,2020-08-04,2020-07-30
981,36,36,19,2,2020-08-13,2020-08-23,2020-08-17
982,37,37,12,3,2020-11-30,2020-12-11,2020-12-09
983,38,38,8,2,2020-10-27,2020-11-04,2020-11-07
984,39,39,6,2,2020-06-01,2020-06-10,2020-06-08
985,40,40,12,3,2020-05-09,2020-05-19,2020-05-14
986,41,41,10,1,2020-11-08,2020-11-18,2020-11-08
987,42,42,8,2,2020-02-28,2020-03-06,2020-03-05
988,43,43,4,3,2020-04-03,2020-04-15,2020-04-06
989,44,44,18,1,2020-02-22,2020-03-03,2020-03-04
990,45,45,12,1,2020-04-24,2020-05-02,2020-05-02
991,46,46,8,3,2020-03-18,2020-03-29,2020-03-26
992,47,47,2,1,2020-10-13,2020-10-23,2020-10-11
993,48,48,13,3,2020-10-12,2020-10-26,2020-10-17
994,49,49,9,2,2020-07-16,2020-07-25,2020-07-20
995,50,50,13,3,2020-05-30,2020-06-09,2020-06-01
996,51,51,7,1,2020-05-09,2020-05-17,2020-05-08
997,52,52,20,3,2020-01-02,2020-01-09,2020-01-07
998,53,53,10,2,2020-08-15,2020-08-22,2020-08-18
999,54,54,13,2,2020-02-19,2020-03-02,2020-02-21
1000,55,55,16,2,2020-06-18,2020-06-28,2020-06-19
