OrderID,AddressID,CustomerID,EmployeeID,OrderStatus,OrderDate,RequiredDate,ShipDate,Freight,SalesTax
276,6,6,43,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-14,2020-10-22,2020-10-24,1146.57,822.48
277,7,7,136,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-02,2020-10-15,2020-10-04,1483.67,128.60
278,8,8,45,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-11,2020-10-20,2020-10-18,1825.44,441.72
279,9,9,148,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-21,2020-10-28,2020-11-01,1054.12,547.70
280,10,10,145,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-05-19,2020-05-24,2020-05-23,1132.34,545.18
281,11,11,171,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-10,2020-10-22,2020-10-15,1672.91,801.00
282,12,12,164,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-06,2020-08-15,2020-08-17,1259.20,170.27
283,13,13,11,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-06,2020-03-20,2020-03-11,1272.15,415.16
284,14,14,199,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-02,2020-08-14,2020-08-13,1236.03,896.91
285,15,15,29,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-29,2020-11-12,2020-11-12,1352.01,254.99
286,1,1,12,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-03-10,2020-03-19,2020-03-17,1893.80,127.34
287,2,2,56,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-29,2020-07-10,2020-07-08,1288.51,504.71
288,3,3,161,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-09-29,2020-10-12,2020-09-29,1022.11,931.25
289,4,4,20,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-16,2020-10-29,2020-10-23,1915.11,443.59
290,5,5,8,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-22,2020-11-05,2020-10-24,1265.84,976.29
291,6,6,124,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-10,2020-07-21,2020-07-21,1365.19,805.84
292,7,7,176,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-08-05,2020-08-13,2020-08-04,1270.78,529.56
293,8,8,137,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-02-09,2020-02-18,2020-02-19,1253.80,122.57
294,9,9,61,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-22,2020-02-01,2020-02-03,1881.91,805.62
295,10,10,74,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-06-03,2020-06-13,2020-06-10,1191.60,359.05
296,11,11,104,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-22,2020-02-03,2020-01-27,1356.98,302.12
297,12,12,55,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-19,2020-01-24,2020-01-28,1535.59,901.37
298,13,13,105,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-10-01,2020-10-14,2020-09-28,1516.33,431.22
299,14,14,122,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-07-22,2020-08-01,2020-07-23,1831.01,790.20
300,15,15,186,Syntax error in formula 'if this == 1 then 'New' elsif this == 2 then 'Paid' elsif == 3 then 'Unshipped' else 'Shipped'  end',2020-01-06,2020-01-19,2020-01-07,1750.46,459.58
